Title,Product,Application ,Defect ID,Core Patch/Charts,Custom ms/Module/VM/Orchestration Zip,Comments/Instructions,Commit ID,Dependency,Released,Release Date,Item Type,Path
15.5.42,iPaaS,Sky-Smart,CDEX-255397,"
?NA
","
bsse-bootstrap 5513
reconcialiation 5514
falloutmanagement : 5515bsse-application 5516
","
NA","
?690e2bd3561
",NA,TRUE,9/7/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.06,BriteBill,BriteBill,CDEX-254800,"
NA","
NA","
Applicable only for multimode envs. i.e.: NFT, SNPx and Prod. ","
a90793d548f
",NA,TRUE,9/7/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.06,D1,OH,CDEX-254634,"
NA","
Shippingorder-bridge:16.5.5
","
NA","
c686c76f440
",,TRUE,9/7/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.07,R1,RTB,BSSE-80424,"
?NA
","
?NA
","
?NA
","
?ca3b2bc4051",NA,TRUE,9/8/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.07,NEO,OSO,CDEX-252521 CDEX-247967,"
oni-federation-1.0.699-52
 onsi-2.0.1461-66
 ops-ui-1.0.837-15
 run-time-catalog-1.0.289-23
 persistence-10.7.242
 platform-10.7.193-53
 platform-config-10.7.87
ms360-security-10.7.79-25
nap-common-10.6.349-3","
Storage Build:(failed)http://ilososp030.corp.amdocs.com:7070/view/ATT/job/ATT_Storage_Creation_10.4/199/
Orchestration Zip: http://os-nexus2:8081/repository/att.maven.snapshot/com/amdocs/oss/att/customization/att-orchestration/10.4-Support0-SNAPSHOT/att-orchestration-10.4-Support0-20230908.200951-7-src.zip","
TLC Version:  10.4.372-Support0
Reference Images:
ATT MSs Image:  10.4-Support0-SNAPSHOT-119
Customization Image:  10.4-Support0-SNAPSHOT-269
ONI Image: 10.4-Support0-SNAPSHOT-20
Reference Env:
Master IP =  10.247.21.199
Node1 IP =  10.247.21.228
Add the configuration “|text/csv” to ms360 yaml override files into the property “contentTypesWhiteList“.
Chart Backup Build:-failedhttp://os-delivery-jenkins:8080/job/Utility/job/NexusUtility/job/backupOldCharts/39/
 Image Backup Build : -failed http://os-delivery-jenkins:8080/job/Utility/job/NexusUtility/job/backupDockersWithoutDeploy/288/","
NA",NA,TRUE,9/10/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.5.00,BriteBill,BriteBill,ITR16.5 Baseline,"

","

","
Please perform template patching after classic deployment,

 

","
16.5 BB MS Release
 commit - a532a3e6885

BB classic version -2.260.3",NA,TRUE,9/22/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.07,D1,OC,ITR16.4 Baseline,"
OCHF#73
","
NA","
NA","
81389d21840
",NA,TRUE,9/10/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.07,D1,OC,ITR16.4 Baseline,"
CareHF#34
","
NA","
NA","
9b30b46ba4d
",NA,TRUE,9/10/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.07,R1,RTB,ITR16.4 Baseline,"
RTB HF#46","
NA","
NA","
73a37030c6a
",NA,TRUE,9/10/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.43,R1,RTB,CDEX-252843 ; CDEX-253830,"
?HF # 128
","
?NA
","
?NA
","
?7058fd67900
",NA,TRUE,9/10/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.43,D1,OH,CDEX-255318 CDEX-255620,"
?HF #50
","
?NA
","
?NA
","
?0b33479f80d




59d74191406
53878641493

",NA,TRUE,9/11/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.44,D1,OC,CDEX-251300,"
NA","
NA","
Follow steps in attached doc.","
NA",NA,TRUE,9/11/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.08,D1,OC,CDEX-251300,"
NA","
NA","
Follow steps in attached doc.","
NA",NA,TRUE,9/11/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.00,C1;#D1;#iPaaS;#R1;#BriteBill;#NEO;#MMap,OC;#C1;#RTB;#OH;#SkyFM;#Sky-Smart;#Sky-View;#Sky-Force;#OSO;#OUA;#MMAP;#BriteBill,NA,"
NA","
NA","
New/Updated External

Interfaces
Please refer to the
following table containing the list of features and new/changed API/Kafka External
integration: PI16 External Interfaces.xlsx","
NA",NA,FALSE,9/11/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.08,C1,C1,NA,"
C1HF#16
","
NA","
Requires AU + RT PLs","
624372ea19c
",NA,TRUE,9/11/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.08,D1,OC,NA,"
OCHF#74
","
NA","
NA","
1093b344389
",NA,TRUE,9/11/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.08,D1,OC,NA,"
CareHF#35
","
NA","
NA","
8a8e940e3b8
",NA,TRUE,9/11/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.08,D1,OC,NA,"
Common Services HF#2
","
NA","
NA","
c5528afc680
",NA,TRUE,9/11/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.08,R1,RTB,NA,"
RTBHF#47
","
NA","
NA","
598a372b485
",NA,TRUE,9/11/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.44,C1,C1,CDEX-255994,"
C1HF#24
","
NA","
Requires AU + RT PLs","
87de6353e5f
",NA,TRUE,9/11/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.45,R1,RTB,CDEX-255040 CDEX-254549,"
RTB HF#129","
NA","
NA","
41dc5e52a2e
",NA,TRUE,9/11/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.09,BriteBill,BriteBill,CDEX-254101 CDEX-251841,"

Platform hybrid release package
2.240.7","
NA","
NA","
090126ead46
",NA,TRUE,9/12/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.45_Cancelled,NEO,OUA,CDEX-256433 BSSE-79714,"
attbsse-aua-10.4.163-prd15.5
ms360-security-10.7.79-36
nap-common-10.6.349-49
persistence-10.7.242-8
platform-10.7.193-69platform-config-10.7.87-10","

Build:http://os-delivery-jenkins:8080/job/Delivery/job/ATT_AUA/job/att/job/prd15.5/163/

Orchestration Zip: http://os-nexus2:8081/repository/att.yum.snapshot//com/amdocs/oss/aua/attbsse/orchestration/10.4.0.0.0-prd15.5-SNAPSHOT/orchestration-10.4.0.0.0-prd15.5-20230911.200835-17-src.zip","
Reference Env:
 Master IP=10.247.147.167
 Node1 IP =10.247.147.205","
NA",NA,FALSE,9/12/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.09,NEO,OSO,CDEX–226192  CDEX-254318,"

oni-federation-1.0.699-52
 onsi-2.0.1461-66
 ops-ui-1.0.837-15
 run-time-catalog-1.0.289-23
 persistence-10.7.242
 platform-10.7.193-53
 platform-config-10.7.87ms360-security-10.7.79-25
 nap-common-10.6.349-3","
Storage Build: http://ilososp030.corp.amdocs.com:7070/view/ATT/job/ATT_Storage_Creation_10.4/254/

Orchestration Zip:http://os-nexus2:8081/repository/att.maven.snapshot/com/amdocs/oss/att/customization/att-orchestration/10.4-Support0-SNAPSHOT/att-orchestration-10.4-Support0-20230912.125016-10-src.zip","
TLC Version:  10.4.380-Support0
Reference Images:
ATT MSs Image:  10.4-Support0-SNAPSHOT-120
Customization Image:   10.4-Support0-SNAPSHOT-272
ONI Image: 10.4-Support0-SNAPSHOT-20
Reference Env:
Master IP =  10.247.21.199
Node1 IP =  10.247.21.228
Chart Backup Build: -failedhttp://os-delivery-jenkins:8080/job/Utility/job/NexusUtility/job/backupOldCharts/40/Image Backup Build: -failedhttp://os-delivery-jenkins:8080/job/Utility/job/NexusUtility/job/backupDockersWithoutDeploy/288/","
NA",NA,TRUE,9/12/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.45,D1,OH,CDEX-256160,"
NA","
NA","
NA","
e8029abbfde
",NA,TRUE,9/12/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.09,D1,OH,CDEX-256160,"
NA","
NA","
NA","
7618c62192f
",NA,TRUE,9/12/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.46,MMap,MMAP,CDEX-254491,"
NA","
15.5.31
","
EOM unbilled extracts were having billed charges. Through this defect we are fixing it by adding two new filters in existing logic.
","
NA",NA,TRUE,9/12/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.10,MMap,MMAP,CDEX-254491,"
NA","
16.3.9
","
EOM unbilled extracts were having billed charges. Through this defect we are fixing it by adding two new filters in existing logic.
","
NA",NA,TRUE,9/12/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.46,NEO,OUA,CDEX-256433,"
attbsse-aua-10.4.165-prd15.5
ms360-security-10.7.79-36
nap-common-10.6.349-49
persistence-10.7.242-8
platform-10.7.193-69platform-config-10.7.87-10","
Build:http://os-delivery-jenkins:8080/job/Delivery/job/ATT_AUA/job/att/job/prd15.5/165/
Orchestration Zip:http://os-nexus2:8081/repository/att.yum.snapshot//com/amdocs/oss/aua/attbsse/orchestration/10.4.0.0.0-prd15.5-SNAPSHOT/orchestration-10.4.0.0.0-prd15.5-20230913.113253-18-src.zip","
Reference Env:
 Master IP=10.247.147.167
 Node1 IP =10.247.147.205","
NA",NA,TRUE,9/13/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.46,R1,RTB,CDEX-255624,"
RTB HF#131","
NA","
NA","
edf81bb7cf9
",NA,TRUE,9/13/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.11,C1,C1,NA,"
C1HF#18
","
NA","
NA","
c42b00b4350
",,TRUE,9/14/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.11,D1,OC,NA,"

OC HF#76 ","
NA","
NA","
3c414d90715
",,TRUE,9/14/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.11,D1,OH,NA,"

OH HF#26","
NA","
NA","
10bba20e188
",,TRUE,9/14/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.11,D1,OC,NA,"

Common Services HF#3","
NA","
NA","
cc81fbfa829
",,TRUE,9/14/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.11,R1,RTB,NA,"

RTB HF#50 ","
NA","
NA","
676166b7894
",,TRUE,9/14/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.11,C1;#R1;#D1,OC;#C1;#OH;#RTB,NA,"

MPP HF#131","
NA","

Note: All 3 PLs should be executed in Install Mode ONLY.","
72cf092b275
",,TRUE,9/14/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.47 - CANCELLED,MMap,MMAP,CDEX-209418,"
NA","
NA","
To fix this defect, DevOps needs to update in helm values.yml file under mgt and audit section in bitbucket
WEBUIURL =https://amdocs-mm-prod1-webui.prod1.attbsse.amdocs.com:8443/mmweb/Deploy pipeline to reflect changes in bitbucket with same level of code.
","
NA",NA,FALSE,9/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.11,MMap,MMAP,CDEX-255150,"
NA","
16.3.9
","
To fix the issue corrected the date conversion function in DS_BILL_CYCLE data source.
","
NA",NA,TRUE,9/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.47,R1,RTB,CDEX-257255 CDEX-255633  CDEX-252523,"
HF#132","
NA","
NA","
c0272d896ba
",NA,TRUE,9/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.12,R1,RTB,CDEX-257092,"
NA","

ustomerbill-billdataextracthook:16.5.9","
NA","
66a86b5cf27
",NA,TRUE,9/18/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.5.00,NEO,OSO,ITR16.5 Baseline,"
oni-federation- 1.0.801-59
ops-ui- 1.0.1209-16
onsi- 2.0.1570-47
run-time-catalog- 1.0.353-23
persistence- 10.7.279-12
platform-10.7.225-50
platform-config- 10.7.96-6ms360-security- 10.7.88-34
 nap-common-10.6.368-21","
Storage Build: (In Progress)http://ilososp030.corp.amdocs.com:7070/view/ATT/job/ATT_Storage_Creation_10.4/258/

Orchestration Zip: http://os-nexus2:8081/repository/att.maven.snapshot/com/amdocs/oss/att/customization/att-orchestration/10.4-Support3-SNAPSHOT/att-orchestration-10.4-Support3-20230912.201130-3-src.zip","
TLC Version:  10.4.411-Support3
Reference Images:
ATT MSs Image: 10.4-Support3-SNAPSHOT-202
Customization Image:  10.4-Support3-SNAPSHOT-247
ONI Image10.4-Support3-SNAPSHOT-77
Reference Env:
Master IP = 10.247.21.201
Node1 IP = 10.247.21.159
Chart Backup Build: (Failed)
http://os-delivery-jenkins:8080/job/Utility/job/NexusUtility/job/backupOldCharts/41/
Image Backup Build (Failed)
http://os-delivery-jenkins:8080/job/Utility/job/NexusUtility/job/backupDockersWithoutDeploy/290/
Note :- This charts are core certified for 23.03 KS8 1.25","
NA",NA,TRUE,9/18/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.12,D1,OC,CDEX-257486 CDEX-257760,"
OCHF#79
","
NA","
NA","
d8071a119ea
",NA,TRUE,9/18/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.12,D1,OH,CDEX-257760,"
OHHF#28
","
NA","
NA","
0ae29642833
",NA,TRUE,9/18/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.12,D1,OC,NA,"
MPPHF#132
","
NA","
NA","
037b4fd9aa5
",NA,TRUE,9/18/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.12,R1,RTB,CDEX-252834 CDEX-257760,"
RTBHF#53
","
NA","
NA","
a0d86fe370d
",NA,TRUE,9/18/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.13,D1,OC,CDEX-257293,"
NA","
NA","
NA","
be55949aa83
",NA,TRUE,9/18/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.48,D1,OC,CDEX-257485,"
NA","
productorder-wrapper: 15.5.13
","
NA","
cb9be21c784
",NA,TRUE,9/19/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.48,C1,C1,CDEX-257760,"
C1HF#26
","
NA","
NA","
c283c2459f7
",NA,TRUE,9/19/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.48,D1,OC,CDEX-257760,"
OCHF#103
","
NA","
NA","
f5f6f6dfcf0
",NA,TRUE,9/19/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.48,D1,OH,CDEX-257760,"
OHHF#51
","
NA","
NA","
88f3f9175a9
",NA,TRUE,9/19/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.48,D1;#C1;#R1,OC;#OH;#RTB;#C1,CDEX-257760,"
MPPHF#131
","
NA","
Note: All3 PLs should be executed inInstall Mode ONLY.
","
f68982c5143
",NA,TRUE,9/19/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.13,MMap,MMAP,CDEX-257070,"
NA","
16.3.11
","
Deployed V1 version code of DS_RTB_CUSTOMER_BILL data source.
","
NA",NA,TRUE,9/19/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.49,D1,OC,CDEX-255318,"
OH HF#52
","
NA","
NA","
7564d67c806
",NA,FALSE,9/20/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.49,NEO,OSO,CDEX-255163 CDEX-247967 1188160-082123 1188064-081823,"
oni-federation- 1.0.699-52
ops-ui- 1.0.837-15
onsi- 2.0.1461-66
run-time-catalog- 1.0.289-25
persistence- 10.7.242-8
platform-10.7.193-69
platform-config- 10.7.87-10ms360-security- 10.7.79-36
 nap-common- 10.6.349-49","
Orchestration Zip: 
http://os-nexus2:8081/repository/att.maven.snapshot//com/amdocs/oss/att/customization/att-orchestration/10.4-Support1-SNAPSHOT/att-orchestration-10.4-Support1-20230918.221208-24-src.zip 
Update the following property in ms360 override file :-
contentTypesWhiteList: application/json|application/merge-patch+json|application/json-patch+json|application/x-www-form-urlencoded|text/plain|multipart/form-data|text/html|text/html;charset=utf-8|application/octetstream|application/json;charset=utf-8|application/json-patch+json;charset=utf-8|text/xml|application/soap+xml;charset=UTF-8|text/xml;charset=UTF-8|image/gif|image/jpeg|image/tiff|image/png|image/bmp|image/x-msbmp|application/vnd.ms-word|application/msword|application/vnd.ms-word|application/msword|application/vnd.openxmlformats-officedocument.wordprocessingml.document|application/pdf|application/x-pdf|application/vnd.msexcel|application/msexcel|application/x-tika-ooxml|application/vnd.ms-spreadsheetml|application/vnd.msexcel|application/msexcel|application/x-tika-ooxml|application/vnd.openxmlformats-officedocument.spreadsheetml.sheet|application/vnd.ms-spreadsheetml|application/vnd.ms-excel|application/msexcel|application/x-tikaooxml|application/vnd.ms-excel.sheet.macroEnabled.12|application/x-msmetafile|application/x-emf|application/vnd.visio|application/x-tika-msoffice|application/vnd.visio|application/x-tika-msoffice|application/xml|application/vnd.visio|application/vnd.visio2013|application/x-tika-ooxml|application/vnd.ms-excel.sheet.macroEnabled.12|application/vnd.ms-visio.drawing|image/vnd.dwg|image/vnd.dxf|text/plain|application/vnd.ms-powerpoint|application/vnd.openxmlformats-officedocument.presentationml.presentation|application/zip|application/octetstream|application/vnd.ms-outlook|application/gzip|application/x-gzip|application/x-gunzip|application/gzipped|application/gzip-compressed|application/x-compressed|application/x-compress|gzip/document|application/octet-stream|application/x-rar-compressed|application/octet-stream|application/vnd.ms-outlook|text/plain|message/rfc822|text/html|image/jp2|image/jpeg2000|image/jpeg2000-image|image/x-jpeg2000-image|application/rtf|application/x-rtf|text/rtf|text/richtext|application/msword|application/doc|application/javascript|application/x-soffice|text/event-stream;charset=utf-8|application/json-patch-query+json|application/x-ndjson|text/csv
","
TLC Version:  10.4.371-Support1

Reference Images:
ATT MSs Image: 10.4-Support1-SNAPSHOT-133
Customization Image:  10.4-Support1-SNAPSHOT-238
ONI Image10.4-Support1-SNAPSHOT-24
Reference Env:
Master IP = 10.247.25.72
Node1 IP = 10.247.25.97
Chart Backup Build:
http://os-delivery-jenkins:8080/job/Utility/job/NexusUtility/job/backupOldCharts/42/
Image Backup Build (Failed)
http://os-delivery-jenkins:8080/job/Utility/job/NexusUtility/job/backupDockersWithoutDeploy/291/
Storage Build: (In Progress)
http://ilososp030.corp.amdocs.com:7070/view/ATT/job/ATT_Storage_Creation_10.4/264/
Note :- This charts are core certified for 22.12 KS8 1.25","
NA",NA,FALSE,9/20/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.49,BriteBill,BriteBill,CDEX-254548 CDEX-253057 CDEX-254038 CDEX-256282,"

Platform hybrid release package
2.224.19","
NA","
Please perform steps in attached ""Template patching"" doc, after classic deployment.
","dc6c9604247

",NA,FALSE,9/20/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.14,D1,OC,NA,"
OCHF#80
","
NA","
NA","
cac34f35978
",NA,FALSE,9/20/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.14,D1,OH,CDEX-256564,"
OHHF#29
","
NA","
NA","
46da9ea45e2
",NA,FALSE,9/20/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.14,D1,OC,NA,"
MPPHF#133
","
NA","
NA","
9b29abd7a5d
",NA,FALSE,9/20/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.14,R1,RTB,NA,"
RTBHF#54
","
NA","
NA","
eb29e4afad6
",NA,FALSE,9/20/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.50,C1;#D1;#R1,OC;#C1;#OH;#RTB,CDEX-251434 ; CDEX-198503,"
NA","
NA","
Baseline ED: 22.09.01.133: fo core drop: 22.12 ITR - 15.5


Instructions:  Please check in your CRD branch that DD versions are equal to below/Higher CRD versions is okay.

 com.amdocs.platform:ms-lifecycle-operator-dd:1.23.27:yaml
com.amdocs.platform:couchbase-service-broker-dd:1.6.18:yaml
com.amdocs.platform:postgres-service-broker-dd:1.1.18:yaml
com.amdocs.platform:elasticsearch-service-broker-dd:1.8.12:yaml
com.amdocs.platform:kafka-service-broker-dd:1.5.26:yaml
com.amdocs.foundation.fnddomains:fndsec-idm-dd:2.12.21:tar.gz
com.amdocs.foundation.fnddomains:fndsec-sso-dd:4.19.14:tar.gzcom.amdocs.platform:service-catalog-dd:1.2.24:yaml

","
01be3b46a20
",NA,FALSE,9/20/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.50,D1,OH,CDEX-257041,"
OHHF#52
","
NA","
NA","
365df6c40f4
",NA,FALSE,9/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.15,D1,OC,CDEX-255899 CDEX-254772,"
NA","
NA","
Reindex the ES per following instructions:Flush docs of pod_temp, pod_temp2, pod_transfer, pod_transfer2 CB      buckets from D1 CB

      CREATE PRIMARY INDEX on `oc_c1_data_persist`.`pod`.`pod_temp`;
      delete from `oc_c1_data_persist`.`pod`.`pod_temp` where 1=1;Drop discovery1 and discovery2 ES indices 

      curl -k -u elastic:changeMe -XDELETE https://elastic-enterprise-user-es-http-pet2-backingservices.petgrp1.attbsse.amdocs.com/discovery1
      curl -k -u elastic:changeMe -XDELETE https://elastic-enterprise-user-es-http-pet2-backingservices.petgrp1.attbsse.amdocs.com/discovery2Uninstall pod-importmanager and its cbes      connectors from the envTrigger Runtime PL to reinstallRun C1 tool with cleanup Load C1 data again ","
NA",NA,FALSE,9/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.50,R1,RTB,CDEX-252824,"
RTB HF#136
","
NA","
NA","
55ca9c573ae
",NA,FALSE,9/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.15,D1,OC,CDEX-257293,"
NA","
NA","
NA","
4fd4ef4bd4c
",NA,FALSE,9/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.15,D1,OC,CDEX-258640,"
NA","
NA","
NA","
0d92d4c7689

46c338a1696
",NA,FALSE,9/18/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.15,R1,RTB,CDEX-258357,"
NA","

customerbill-billdataextracthook:16.6.8","
NA","
9828862e55c
",NA,FALSE,9/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.50,MMap,MMAP,CDEX-257128,"
NA","
NA","
This change needs to be done on DR environment as well.
 This is security defect. Vulnerability scan is happening for three TLS versions. We are going to keep only one TLS version which is TLSv1.2. Once the latest TLS version is configured, scan will not catch vulnerability for TLS version. Please find attached document for deployment steps.
","
NA",NA,FALSE,9/18/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.15,MMap,MMAP,CDEX-257128,"
NA","
NA","
This is security defect. Vulnerability scan is happening for three TLS versions. We are going to keep only one TLS version which is TLSv1.2. Once the latest TLS version is configured, scan will not catch vulnerability for TLS version. Please find attached document for deployment steps.
","
NA",NA,FALSE,9/18/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.15,C1;#D1;#R1,OC;#C1;#OH;#RTB,CDEX-251434 CDEX-198503,"

Baseline ED: 22.12.01.76","
NA","
Run all 3 Deployment Pipelines


Instructions:
 please make sure in CRD Bitbucket branch CRS’s version should be equal below version/Higher version should also fine.
 com.amdocs.platform:ms-lifecycle-operator-dd:1.23.34:yaml
com.amdocs.platform:couchbase-service-broker-dd:1.6.18:yaml
com.amdocs.platform:postgres-service-broker-dd:1.1.18:yaml
com.amdocs.platform:elasticsearch-service-broker-dd:1.8.12:yaml
com.amdocs.platform:kafka-service-broker-dd:1.5.26:yaml
com.amdocs.foundation.fnddomains:fndsec-idm-dd:2.14.11:tar.gz
com.amdocs.foundation.fnddomains:fndsec-sso-dd:4.19.14:tar.gz
com.amdocs.platform:service-catalog-dd:1.2.24:yaml
 
","
15058d10006


 (this commit is from ITR -16.6 release cd branch but in order to adopt Baseline ed 22.12.01.76, we need to create file with contents mentioned in this commit) 
",NA,FALSE,9/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.5.00,C1;#D1;#R1,OC;#C1;#OH;#RTB,CDEX-251434 CDEX-198503,"

Baseline ED: 22.12.01.76","
NA","
Run all 3 Deployment Pipelines


Instructions:
 please make sure in CRD Bitbucket branch CRS’s version should be equal below version/Higher version should also fine.
 com.amdocs.platform:ms-lifecycle-operator-dd:1.23.34:yaml
com.amdocs.platform:couchbase-service-broker-dd:1.6.18:yaml
com.amdocs.platform:postgres-service-broker-dd:1.1.18:yaml
com.amdocs.platform:elasticsearch-service-broker-dd:1.8.12:yaml
com.amdocs.platform:kafka-service-broker-dd:1.5.26:yaml
com.amdocs.foundation.fnddomains:fndsec-idm-dd:2.14.11:tar.gz
com.amdocs.foundation.fnddomains:fndsec-sso-dd:4.19.14:tar.gzcom.amdocs.platform:service-catalog-dd:1.2.24:yaml
","
6de2a82079d
7aae72143c8
",NA,FALSE,9/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.5.00,D1,OC,CDEX-257293,"
NA","
NA","
NA","
4fd4ef4bd4c
",NA,FALSE,9/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.5.00,D1,OC,CDEX-258640,"
NA","
NA","
NA","
42198253b3b
18c7e62d59c

",NA,FALSE,9/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.5.00,R1,RTB,CDEX-258357,"
NA","

customerbill-billdataextracthook:16.6.8","
NA","
9828862e55c
",NA,FALSE,9/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.15,D1,OC,NA,"
OCHF#82
","
NA","
NA","
c3fda2c2f68
",,FALSE,9/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.5.00,D1,OC,NA,"
OCHF#82
","
NA","
NA","
6bffbc719f0
",,FALSE,9/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.15,R1,RTB,CDEX-257425,"
RTBHF#56
","
NA","
NA","
41249edcd19
",,FALSE,9/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.5.00,R1,RTB,CDEX-257425,"
RTBHF#56
","
NA","
NA","
761f1f1f435
",,FALSE,9/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.50,BriteBill,BriteBill,CDEX-258556,"
NA","
NA","
Please follow steps in attached ""BSSe-BB RN15.5 patch_CDEX-258556"" Doc","
NA",NA,FALSE,9/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.5.00,MMap,MMAP,CDEX-257128,"
NA","
NA","
This is security defect. Vulnerability scan is
happening for three TLS versions. We are going to keep only one TLS version
which is TLSv1.2. Once the latest TLS version is configured, scan will not
catch vulnerability for TLS version. Please find attached document for
deployment steps.
","
NA",NA,FALSE,9/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.51,R1,RTB,CDEX-258573,"
RTB HF#137
","
NA","
NA","
3d5fcd21fbc
",NA,FALSE,9/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.52,MMap,MMAP,CDEX-221076 CDEX-232618 CDEX-251447,"
NA",15.5.32,"
As per ATT requirement, changes have been made in rules BQ001_1, BQ001_2, BQ001_3, to fine tune the results and avoid false positives.
","
NA",NA,FALSE,9/18/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
